author|0|body_xml
duke-81|2013/08/26 12:53:54|ща на фтп закину и ДА
iabbliz|2013/08/26 12:54:10|ок, жду
duke-81|2013/08/26 12:54:26|всё
iabbliz|2013/08/26 12:54:38|ок
duke-81|2013/08/29 09:07:45|спецнастройки надолго занял в БПЛ?
iabbliz|2013/08/29 09:21:35|сейчас отпущу
iabbliz|2013/08/29 09:21:37|Привет
iabbliz|2013/08/29 09:22:47|отпустил
duke-81|2013/08/29 09:22:52|спс
iabbliz|2013/08/30 06:52:16|Привет
iabbliz|2013/08/30 06:52:26|Это ты по тиму подлкючился?
duke-81|2013/08/30 06:58:47|привет
duke-81|2013/08/30 06:58:48|неа
iabbliz|2013/08/30 06:59:07|хм
duke-81|2013/08/30 06:59:12|Самир?
iabbliz|2013/08/30 06:59:19|тоже нт
iabbliz|2013/08/30 06:59:20|нет
iabbliz|2013/08/30 06:59:23|ну ладно пофиг
duke-81|2013/08/30 06:59:27|))
duke-81|2013/08/30 06:59:33|я в отпуск ухожу
iabbliz|2013/08/30 06:59:37|и ты тоже?
duke-81|2013/08/30 06:59:40|да
iabbliz|2013/08/30 06:59:41|ух епть
iabbliz|2013/08/30 06:59:42|когда?
duke-81|2013/08/30 06:59:50|мы с Димоном с одного дня
duke-81|2013/08/30 07:00:06|)остаешься за программиста
iabbliz|2013/08/30 07:00:20|ничего себе,
iabbliz|2013/08/30 07:00:44|т.е. за эту неделю я помру
iabbliz|2013/08/30 07:00:45|да?
duke-81|2013/08/30 07:00:56|)))
duke-81|2013/08/30 07:01:00|я на две
iabbliz|2013/08/30 07:01:00|ну Эльмира еще остается в принципе=)
duke-81|2013/08/30 07:04:18|<ss type="smile">:-)</ss>
iabbliz|2013/09/17 13:13:17|Привет
iabbliz|2013/09/17 13:13:25|Корень?
duke-81|2013/09/17 13:13:22|ты корень хранилища насовсем захватил?)
iabbliz|2013/09/17 13:13:34|ща отпущу
duke-81|2013/09/17 13:14:03|ага
duke-81|2013/09/17 13:14:09|спс
iabbliz|2013/09/17 13:14:16|Done
iabbliz|2013/09/18 09:30:32|Привет
iabbliz|2013/09/18 09:30:39|а ты в офисе?
duke-81|2013/09/18 09:30:46|привет
duke-81|2013/09/18 09:30:46|да
iabbliz|2013/09/18 09:30:59|Слушай а можешь написать когда ЗП дадут тебе
duke-81|2013/09/18 09:31:06|могу
duke-81|2013/09/18 09:31:09|сам ЖДУ
iabbliz|2013/09/18 09:31:15|<ss type="laugh">:D</ss>
iabbliz|2013/09/18 09:31:25|а то так и пропущу=)
iabbliz|2013/09/18 09:31:37|спасибо
iabbliz|2013/09/18 09:54:01|был неделю
iabbliz|2013/09/18 09:54:05|на большее не дали
iabbliz|2013/09/18 09:54:09|&quot;почему то&quot;
duke-81|2013/09/18 09:54:17|плохо
duke-81|2013/09/18 09:54:25|перестраховщики
iabbliz|2013/09/18 09:54:37|при этом до отпуска и после отпуска недели 1.5 был простой
duke-81|2013/09/18 09:55:47|угу
duke-81|2013/09/18 09:55:55|так и происходит
iabbliz|2013/09/18 09:56:14|при этом еле еле выбил чтобы на неделю отпустили...
iabbliz|2013/09/18 09:56:28|&quot;моя твоя не понимать&quot;
duke-81|2013/09/18 09:58:07|а ты не спросил сколько у тебя вообще отпуска в год и когда его гулять
iabbliz|2013/09/18 09:58:36|При устройстве говорили 4 недели отпуска в год
duke-81|2013/09/18 09:58:48|ну так напомнить им надо)
duke-81|2013/09/18 09:58:50|что 4 недели
duke-81|2013/09/18 09:58:57|и пусть скажут когда можно пойти
iabbliz|2013/09/18 09:59:06|ну я ж год не отработал только полгода
duke-81|2013/09/18 09:59:15|)
duke-81|2013/09/18 09:59:22|ты думаешь что-то изменится???
iabbliz|2013/09/18 09:59:30|не знаю=)
iabbliz|2013/09/18 09:59:35|думаешь нет?
duke-81|2013/09/18 09:59:56|надо их передавливать)
duke-81|2013/09/18 10:00:04|а так им удобно
duke-81|2013/09/18 10:00:07|что все ждут от них
iabbliz|2013/09/18 10:00:29|вроде как везде где до этого работал
iabbliz|2013/09/18 10:00:36|было планирование отпуска на год
iabbliz|2013/09/18 10:00:37|за ранее
iabbliz|2013/09/18 10:00:49|т.е. все расписывали кто когда пойдет
duke-81|2013/09/18 10:01:13|тут тоже такое есть)
duke-81|2013/09/18 10:01:19|только не работает
duke-81|2013/09/18 10:01:24|неохотно отпускают
duke-81|2013/09/18 10:01:30|надо прям отрывать
iabbliz|2013/09/18 10:02:27|мде, все таки дождусь когда будет год. Тогда уже начну спрашивать
iabbliz|2013/09/18 10:02:58|Денис а раньше ЗП задерживали?
duke-81|2013/09/18 10:03:39|не особо
duke-81|2013/09/18 10:03:43|не было такого
duke-81|2013/09/18 10:03:48|я сам то год не отработал)
iabbliz|2013/09/18 10:03:55|да?
duke-81|2013/09/18 10:03:59|угу
iabbliz|2013/09/18 10:04:12|почему то казалось что ты тут &quot;старичок&quot;
duke-81|2013/09/18 10:04:14|я со Смирновым просто на прошлом месте работал
duke-81|2013/09/18 10:04:34|с 1 ноября работаю в Раздолье
duke-81|2013/09/18 10:04:40|Малышев старичок
duke-81|2013/09/18 10:05:45|я так понимаю сейчас просто кассовый разрыв случился
iabbliz|2013/09/18 10:06:26|Слушай а про пепсико что нить слышно?
duke-81|2013/09/18 10:06:45|)вроде сегодня все полны оптимизма
duke-81|2013/09/18 10:06:59|вероятность того что случится не ноль))
iabbliz|2013/09/18 10:07:08|это ты про ЗП?
duke-81|2013/09/18 10:07:13|про пепсико
duke-81|2013/09/18 10:07:20|про ЗП ничего не слышно
iabbliz|2013/09/18 13:19:22|ахахаа
iabbliz|2013/09/18 13:19:25|<ss type="rofl">(rofl)</ss>
iabbliz|2013/09/19 07:36:18|у меня нет
iabbliz|2013/09/20 08:34:05|Привет, про ЗП ничего не слышно?=)
duke-81|2013/09/20 09:42:46|часть
iabbliz|2013/10/01 06:10:43|Привет, тут?
iabbliz|2013/10/01 06:41:10|Про пепсико ничего не слышно?=)
duke-81|2013/10/01 06:41:48|ыыы
duke-81|2013/10/01 06:41:55|сам об этом думаю
duke-81|2013/10/01 06:41:57|не слышно
iabbliz|2013/10/01 06:41:59|популярный вопрос?
duke-81|2013/10/01 06:42:03|да
iabbliz|2013/10/01 06:42:31|кроме БПЛ еще есть какие то крупные проекты?
duke-81|2013/10/01 06:42:38|)))
duke-81|2013/10/01 06:42:41|нет
duke-81|2013/10/01 06:42:50|а надо?)
iabbliz|2013/10/01 06:42:59|ну наверно надо=)
duke-81|2013/10/01 06:43:07|делать некому
iabbliz|2013/10/01 06:43:11|загрузка по задачам то есть то нет
iabbliz|2013/10/01 06:43:22|всмысле Консультантов и ПРов нет?
duke-81|2013/10/01 06:43:35|ну пепсики боятся
duke-81|2013/10/01 06:43:44|)что сделать не сможем
iabbliz|2013/10/01 06:43:57|ого
iabbliz|2013/10/01 06:44:04|большие запросы?
duke-81|2013/10/01 06:44:43|ну объемы такие что надо человек 15
duke-81|2013/10/01 06:44:52|там объемы в сроки же строгие
