author|0|body_xml
iabbliz|2013/05/28 09:13:24|так что все нормуль=)
enichevmaxim|2013/05/28 09:13:31|<ss type="smile">:)</ss> согласен!
iabbliz|2013/05/28 13:36:14|Максим можешь пустить в осн. базу?
iabbliz|2013/05/28 13:36:18|на чуть чуть
enichevmaxim|2013/05/28 13:36:26|без проблем
enichevmaxim|2013/05/28 13:36:30|вышел
iabbliz|2013/05/28 13:58:29|Вышел, спасибо.
enichevmaxim|2013/05/28 13:58:48|<ss type="smile">:)</ss>
enichevmaxim|2013/05/28 14:40:51|просто там весело, ща эльвира перешлет принт
enichevmaxim|2013/05/28 14:40:53|<ss type="smile">:)</ss>
iabbliz|2013/05/28 14:40:59|=)
enichevmaxim|2013/05/28 14:41:37|он новую нормально строку, а предыдущую пересчитывает неправильно))
enichevmaxim|2013/05/28 14:41:41|или наоборот))
iabbliz|2013/05/28 14:42:27|ппц.
iabbliz|2013/05/28 14:42:28|смотрю
iabbliz|2013/05/28 14:42:31|выйдешь?
enichevmaxim|2013/05/28 14:42:42|не заходил..<ss type="smile">:)</ss>
enichevmaxim|2013/05/28 14:42:49|прислали уже?
iabbliz|2013/05/28 14:43:09|ага
enichevmaxim|2013/05/28 14:43:23|<ss type="smile">:)</ss>
iabbliz|2013/05/28 14:59:09|поправил.
iabbliz|2013/05/28 14:59:11|надо перезайти
enichevmaxim|2013/05/28 14:59:54|аха, спасибо!..<ss type="smile">:)</ss>
iabbliz|2013/05/28 15:00:08|из конфигуратора вышел
enichevmaxim|2013/05/28 15:00:50|о, и из веба они хорошо формируются..))
iabbliz|2013/05/28 15:01:01|=))
enichevmaxim|2013/05/28 15:01:02|пересчитываются
iabbliz|2013/05/28 15:01:21|класс
iabbliz|2013/05/29 08:16:15|Привет
iabbliz|2013/05/29 08:16:22|ты что имеешь ввиду?
iabbliz|2013/05/29 08:16:37|по скидкам?
enichevmaxim|2013/05/29 08:16:52|Привет!
да там уже разобрались..
iabbliz|2013/05/29 08:16:54|о сообщение старое
iabbliz|2013/05/29 08:16:57|ок.
enichevmaxim|2013/05/29 08:17:21|просто ещё есть округление по закупочным ценам у закупок... и они поняли буквально что их проблема решена
enichevmaxim|2013/05/29 08:17:22|)))
iabbliz|2013/05/29 08:18:05|аааа
enichevmaxim|2013/05/29 08:18:35|да, я тоже вот так же сначала..))
iabbliz|2013/05/31 07:11:14|Привет Максим, обнови пожалуйста ФормуСтруктурыПодчиенности
iabbliz|2013/05/31 07:11:18|общая которая
enichevmaxim|2013/05/31 07:14:51|ghbdtn!
enichevmaxim|2013/05/31 07:14:53|привет!
enichevmaxim|2013/05/31 07:14:58|оке, минут 20 и обновлю
iabbliz|2013/05/31 07:15:37|спасибо
iabbliz|2013/05/31 08:13:53|?
enichevmaxim|2013/05/31 08:14:12|уже разобрались, извини..<ss type="smile">:)</ss> это Эльмира
enichevmaxim|2013/05/31 08:14:24|просто непонятно кому писать под такими сеансами..<ss type="smile">:)</ss>
iabbliz|2013/06/03 04:36:49|Привет, отпустил счет.
iabbliz|2013/06/03 05:48:06|Привет стукни как появишься
iabbliz|2013/06/03 06:41:54|Реализацию товаров и услуг, можешь обновить?
enichevmaxim|2013/06/03 06:42:09|только её?
enichevmaxim|2013/06/03 06:42:26|просто лучше пачкой обновлять.. т.к. с урбд морока..<ss type="smile">:)</ss>
iabbliz|2013/06/03 06:43:02|если можно только ее, а когда ты будешь пачкой обновлять?
enichevmaxim|2013/06/03 06:45:25|если честно все надеюсь получить от Веры ответ на пятничный вопрос..<ss type="smile">:)</ss>
enichevmaxim|2013/06/03 06:45:36|т.к. на него много завязано проблем..<ss type="smile">:)</ss>
iabbliz|2013/06/03 06:45:44|хорошо
enichevmaxim|2013/06/03 06:45:50|но думаю в 11 самое позднее
iabbliz|2013/06/03 06:47:06|так 11 через 15 мин=)
iabbliz|2013/06/03 06:47:11|вообще нормуль=)
enichevmaxim|2013/06/03 06:47:12|)) ну да
enichevmaxim|2013/06/03 06:51:53|а ты снова в счете?
enichevmaxim|2013/06/03 06:51:54|<ss type="smile">:)</ss>
iabbliz|2013/06/03 06:51:59|упс=)
iabbliz|2013/06/03 06:52:18|нужен?
enichevmaxim|2013/06/03 06:52:23|я его обновить то могу?
enichevmaxim|2013/06/03 06:52:28|или пока лучше не стоит?
iabbliz|2013/06/03 06:52:48|я там ничего оч. важного не изменял
iabbliz|2013/06/03 06:52:50|так что можно
enichevmaxim|2013/06/03 06:52:53|оке
iabbliz|2013/06/03 07:02:42|тебе он нужен сейчас?
iabbliz|2013/06/03 07:02:46|если да, отпущу
enichevmaxim|2013/06/03 07:03:20|<ss type="smile">:)</ss> давай минут через 10-15..
iabbliz|2013/06/03 07:03:25|ок
enichevmaxim|2013/06/03 07:03:40|как Вера ответит.. заливка пока ожидает..Вера сказала ответит..))
iabbliz|2013/06/03 07:04:04|ок
iabbliz|2013/06/03 07:13:14|счет на оплату тож, возьми из хранилища, для обновления
iabbliz|2013/06/03 07:13:20|отпустил
enichevmaxim|2013/06/03 07:15:30|окей
iabbliz|2013/06/03 10:43:28|ууупс=)
iabbliz|2013/06/03 10:43:32|привет
enichevmaxim|2013/06/03 10:43:36|привет!
enichevmaxim|2013/06/03 10:43:42|ты мне скажи - он актуален?
enichevmaxim|2013/06/03 10:43:50|или на тот момент только был
iabbliz|2013/06/03 10:44:22|на тот момент это который?
iabbliz|2013/06/03 10:44:31|могу ответить по другому=)
enichevmaxim|2013/06/03 10:44:32|ну на момент создания..))
enichevmaxim|2013/06/03 10:44:36|давай
iabbliz|2013/06/03 10:44:57|он появился где то примерно за 2 недели до запуска
iabbliz|2013/06/03 10:45:23|сделал его для удобства настройки элементов формы и т.п.
iabbliz|2013/06/03 10:45:30|чтобы все в одном месте было.
iabbliz|2013/06/03 10:46:00|должен быть актуальным, но если после вызова прав по этому макету, есть дополнительный код
iabbliz|2013/06/03 10:46:09|то однозначно не могу ответить
enichevmaxim|2013/06/03 10:46:15|<ss type="smile">:)</ss> блин..
enichevmaxim|2013/06/03 10:46:22|спасибо и на том..))
enichevmaxim|2013/06/03 10:46:38|просто все по разному и в разные места все втыкают..<ss type="smile">:)</ss>
iabbliz|2013/06/03 10:46:45|хотелось наоборот зоопарк убрат=)
iabbliz|2013/06/03 10:46:52|убрать*
enichevmaxim|2013/06/03 10:47:11|аха.. а получается что никто о нем не знает.. и лепит в код))
enichevmaxim|2013/06/03 10:47:17|надстройки
enichevmaxim|2013/06/03 10:47:38|мне в целом все наглядно и понятно))
iabbliz|2013/06/03 10:47:45|лучше бы всеравно стараться переводить в этот макет
iabbliz|2013/06/03 10:47:50|<quote author="enichevmaxim" authorname="Еничев Максим" conversation="enichevmaxim" guid="x49b38fc3fbec30bda5f2a5e6e9c27cacb8e6c713d813e0b9dee20275b54c9b69" timestamp="1370256458"><legacyquote>[14:47:38] Еничев Максим: </legacyquote>мне в целом все наглядно и понятно))<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>приятно слышать
enichevmaxim|2013/06/03 10:47:58|только пока нашел афигел ))
iabbliz|2013/06/03 10:48:17|вообще я его как бы без спросу делал, поэтому не афишировал
enichevmaxim|2013/06/03 10:48:21|<ss type="smile">:)</ss> 1С ама регламентированную таким образом в 7-ке по кр мере гнала..))
enichevmaxim|2013/06/03 10:48:34|так что мне знаком етод))
enichevmaxim|2013/06/03 10:48:37|*метод
iabbliz|2013/06/03 10:48:59|=) в 7ке не видел
iabbliz|2013/06/03 10:49:09|видел что то похожее в конфигурации Альфа-Авто
enichevmaxim|2013/06/03 10:49:38|аа..<ss type="smile">:)</ss> ну я думаю подход в целом такой..
iabbliz|2013/06/03 10:50:27|наверно=)
iabbliz|2013/06/03 10:50:45|в АА видел только Макет, как именно там работает не разбирался
iabbliz|2013/06/03 10:50:54|АльфаАвто*
enichevmaxim|2013/06/03 10:51:40|ну да, понял..<ss type="smile">:)</ss> 
в целом смотрю регламентированную таким же и в 8ке гонят..)) просто при открытии просит обновить значения объектов..
enichevmaxim|2013/06/03 10:52:03|спасибо за хелп..<ss type="smile">:)</ss>
iabbliz|2013/06/03 10:52:07|не за что=)
iabbliz|2013/06/03 13:45:08|ой, видимо не удачное время выбрал=)))
iabbliz|2013/06/03 13:45:14|ток зашел=)
enichevmaxim|2013/06/03 13:45:15|))
enichevmaxim|2013/06/03 13:45:19|пару минут
enichevmaxim|2013/06/03 13:48:27|рабоатет
iabbliz|2013/06/03 13:48:32|спс
iabbliz|2013/06/04 07:06:18|Максим привет
iabbliz|2013/06/04 07:07:05|Номенклатуру можешь обновить?=)
iabbliz|2013/06/04 07:07:09|форму элемента
enichevmaxim|2013/06/04 07:07:21|там походу рлс включили по ценам.. изза этого?
iabbliz|2013/06/04 07:07:26|угу
enichevmaxim|2013/06/04 07:07:41|окей.. минут через 30 +-
enichevmaxim|2013/06/04 07:07:48|а рзд ощий не обновлять?
iabbliz|2013/06/04 07:08:02|чтобы номенклатура открывалась норм
iabbliz|2013/06/04 07:08:03|не надо
enichevmaxim|2013/06/04 07:08:11|там в запросах РАЗРЕШЕННЫЕ нету..
enichevmaxim|2013/06/04 07:08:19|оке, как скажешь..
iabbliz|2013/06/04 07:09:30|Напиши как обновишь
enichevmaxim|2013/06/04 07:15:19|окей
iabbliz|2013/06/04 07:50:34|в ней не я
enichevmaxim|2013/06/04 07:50:44|понял..<ss type="smile">:)</ss>
enichevmaxim|2013/06/04 07:50:50|мне объект нцжен просто)
enichevmaxim|2013/06/04 07:51:02|может Эльмира... ща буду искать
iabbliz|2013/06/04 07:51:09|эльмира скорей всего
iabbliz|2013/06/04 07:53:44|максим а можешь пустить в раб. базу конфигуратор?
iabbliz|2013/06/04 07:53:48|на несколько минут
iabbliz|2013/06/04 07:53:49|?
enichevmaxim|2013/06/04 07:56:07|да.. только не заливай сам новую конфу, оке?
enichevmaxim|2013/06/04 07:56:19|вышел
iabbliz|2013/06/04 07:56:48|ничего не буду заливать, только посмотрю
iabbliz|2013/06/04 07:56:49|спасибо
enichevmaxim|2013/06/04 07:57:53|<ss type="smile">:)</ss>
iabbliz|2013/06/04 08:01:03|вышел, спасибо
enichevmaxim|2013/06/04 08:03:00|<ss type="smile">:)</ss>
iabbliz|2013/06/04 08:41:53|спс
iabbliz|2013/06/04 09:17:40|лучше Эльвире, т.к. по ней были исправления, у меня могут искаженные сведения
enichevmaxim|2013/06/04 09:17:45|понял
iabbliz|2013/06/04 13:26:50|тут?
iabbliz|2013/06/04 13:31:18|можешь рздОбщий обновить?
iabbliz|2013/06/04 13:58:59|скорее да чем нет
iabbliz|2013/06/05 12:56:11|Макс тут?
iabbliz|2013/06/05 12:56:13|привет
iabbliz|2013/06/05 13:33:35|Попросили поправить снятие резерва
&quot;Необходимо запретить снимать автоматически резерв,если по заказу покупателя есть услуга нанесения, если есть ордера то срок увеличивается до 14 дней, и если хоть один из ордеров в стадии производство или прошел дальше то вообще не снимаем.&quot;
enichevmaxim|2013/06/05 13:33:45|кто?
iabbliz|2013/06/05 13:33:58|меня попросили
iabbliz|2013/06/05 13:33:58|=)
iabbliz|2013/06/05 13:33:59|поправить
iabbliz|2013/06/05 13:34:03|не тебя
enichevmaxim|2013/06/05 13:34:35|<ss type="smile">:)</ss> 
просто сейчас у нас на галочку разрешить нанесение без оплаты реагирует + ушло в внанесение..
на 14 дней нет, и на это решение нужна виза руководства..<ss type="smile">:)</ss>
enichevmaxim|2013/06/05 13:34:44|я этк визу ждал
enichevmaxim|2013/06/05 13:34:49|и жду
enichevmaxim|2013/06/05 13:35:21|поэтому если мне перешлют это письмо - то сделаю.. но повторяюсь нужна виза
iabbliz|2013/06/05 13:35:40|собственно я не это хотел спросить=)
enichevmaxim|2013/06/05 13:35:48|)))
iabbliz|2013/06/05 13:35:58|хотел вопросы по задавать по этим условиям
iabbliz|2013/06/05 13:35:59|=)
enichevmaxim|2013/06/05 13:36:09|по всем снятиям резерва  доработкам можно на меня перекидывать
iabbliz|2013/06/05 13:36:10|просто ты в курсе точно, а Эльвира не отвечает
enichevmaxim|2013/06/05 13:36:28|да, они и у нас прячутся..))
iabbliz|2013/06/05 13:37:42|дело в том что уже основные условия вставил в запрос...
iabbliz|2013/06/05 13:37:46|в обработку
iabbliz|2013/06/05 13:37:50|хотел уточнить...
iabbliz|2013/06/05 13:37:53|=)))
iabbliz|2013/06/05 13:37:56|а тут такое дело=)
enichevmaxim|2013/06/05 13:38:57|ну это условие тоже в запрос можно встявить
enichevmaxim|2013/06/05 13:38:57|))
enichevmaxim|2013/06/05 13:39:08|но скидывай все по снятию резервов на меня
enichevmaxim|2013/06/05 13:39:21|считай что мы забрали у тебя эту задачу..
enichevmaxim|2013/06/05 13:39:25|<ss type="smile">:)</ss>
enichevmaxim|2013/06/05 13:39:40|по автоматической если правильнее
enichevmaxim|2013/06/05 13:39:42|))
iabbliz|2013/06/05 13:42:15|давай так поступим, я обработку помещу в хранилище с моими изменениями.
там все с комменнтариями, легко вернуть как было.
Если они норм оставишь.
enichevmaxim|2013/06/05 13:42:51|окей))
enichevmaxim|2013/06/05 13:42:58|там одна функция..
enichevmaxim|2013/06/05 13:43:00|))
iabbliz|2013/06/05 14:20:31|нз?
enichevmaxim|2013/06/05 14:20:32|я алгоритм посмотрел
enichevmaxim|2013/06/05 14:20:37|заказапокупателя
enichevmaxim|2013/06/05 14:20:44|привычки 7-ки..))
iabbliz|2013/06/05 14:20:54|наряд-заказ?
enichevmaxim|2013/06/05 14:21:01|не, заказ покупателя
enichevmaxim|2013/06/05 14:21:14|неподтвержденная заявка
iabbliz|2013/06/05 14:21:20|а
enichevmaxim|2013/06/05 14:21:27|но я допилю
iabbliz|2013/06/05 14:21:31|<quote author="enichevmaxim" authorname="Еничев Максим" conversation="enichevmaxim" guid="xa6a475efa290cf49585e93e144662fe03bfbe36ca9e18e019e5b8980e96601ed" timestamp="1370442018"><legacyquote>[18:20:18] Еничев Максим: </legacyquote>на счет 14 дней кстати - это от даты нз увеличивается<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>не от даты закрытия резерва?
enichevmaxim|2013/06/05 14:21:38|неа
iabbliz|2013/06/05 14:21:45|хм.
enichevmaxim|2013/06/05 14:21:46|просто до 14-ти дней..
iabbliz|2013/06/05 14:21:53|ок
enichevmaxim|2013/06/05 14:21:59|независимо от даты резерва..
iabbliz|2013/06/05 14:22:05|понял
enichevmaxim|2013/06/05 14:22:12|<ss type="smile">:)</ss>
enichevmaxim|2013/06/05 14:22:32|и кстати если ордер в нанесении - то он не может быть без оплаты или без галки разрешить нанесение без оплаты
enichevmaxim|2013/06/05 14:22:43|так что проверка на статус лишняя поидее
enichevmaxim|2013/06/05 14:22:54|но это уже наши бизнес процессы
enichevmaxim|2013/06/05 14:22:56|<ss type="smile">:)</ss>
iabbliz|2013/06/05 14:22:59|=)
iabbliz|2013/06/05 14:32:44|как раз по этому условию хотел и спросить=)
enichevmaxim|2013/06/05 14:32:59|это по сути для 14-ти дней не должны использовать
enichevmaxim|2013/06/05 14:33:02|оно ранее проверяется..
enichevmaxim|2013/06/05 14:33:19|по хорошему все 3 ордера бы в один пакет засунуть..
enichevmaxim|2013/06/05 14:33:36|чтобы лишних вложенностей не было
iabbliz|2013/06/05 14:33:54|<quote author="enichevmaxim" authorname="Еничев Максим" conversation="enichevmaxim" guid="x6f5f3f71c506f68f0acb391baf40e1ee53eca3bca26bd7b8d106c6bb57d65c32" timestamp="1370442799"><legacyquote>[18:33:19] Еничев Максим: </legacyquote>по хорошему все 3 ордера бы в один пакет засунуть..<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>по хорошему да, но безопаснее было отдельно сделать=)
iabbliz|2013/06/05 14:34:21|безопаснее для меня, имеется ввиду
enichevmaxim|2013/06/05 14:41:42|я довписал в один пакет твои условия..
iabbliz|2013/06/05 14:44:53|круть
enichevmaxim|2013/06/05 14:45:18|<ss type="smile">:)</ss> просто закомментил твой код.. если что от меня - все гут..
iabbliz|2013/06/06 06:50:34|Максим привет
iabbliz|2013/06/06 06:51:33|А базу  атс_копю_ню
iabbliz|2013/06/06 06:51:37|ты делал?=)
iabbliz|2013/06/06 06:51:44|Atc-copy_new
iabbliz|2013/06/06 06:52:16|там можно в настройках базы
iabbliz|2013/06/06 06:52:22|в консоли Администирования 1с
enichevmaxim|2013/06/06 06:52:26|да, я
enichevmaxim|2013/06/06 06:52:31|блокировку там поставил
iabbliz|2013/06/06 06:52:31|отключить выполнение регл. заданий
enichevmaxim|2013/06/06 06:52:39|вчера ещё поставил..<ss type="smile">:)</ss>
iabbliz|2013/06/06 06:52:41|=))
iabbliz|2013/06/06 06:52:43|ок.
enichevmaxim|2013/06/06 06:52:52|ты сегодня уже 3-й кто не верит..)))
enichevmaxim|2013/06/06 06:53:07|Вера тоже не верила
enichevmaxim|2013/06/06 06:53:11|и Эльвира..))
enichevmaxim|2013/06/06 06:53:19|Вера не верит.. интересная игра слов))
enichevmaxim|2013/06/06 06:54:31|там только одно задание удаление дублей версий очень долго работает
enichevmaxim|2013/06/06 06:54:39|видимо оно висело
iabbliz|2013/06/06 06:55:09|почему не верю?=)
iabbliz|2013/06/06 06:55:13|верю
enichevmaxim|2013/06/06 06:55:52|=))
iabbliz|2013/06/06 11:13:00|Макс привет
iabbliz|2013/06/06 11:13:22|а можешь пусть на мин 15 в раб базу?
iabbliz|2013/06/06 11:13:25|пустить*
enichevmaxim|2013/06/06 11:13:41|чуть позже, ок?
enichevmaxim|2013/06/06 11:13:44|мин 10-15
iabbliz|2013/06/06 11:13:52|ок
iabbliz|2013/06/06 11:22:31|спс
iabbliz|2013/06/06 11:22:38|обновлять не буду
enichevmaxim|2013/06/06 11:22:43|оке
iabbliz|2013/06/06 11:56:28|скоро отпущу=)
iabbliz|2013/06/06 11:56:32|мин 5-10
enichevmaxim|2013/06/06 11:58:31|оке
iabbliz|2013/06/06 12:03:33|Вышел
iabbliz|2013/06/06 12:03:36|спасибо
enichevmaxim|2013/06/06 12:04:02|нзч)
iabbliz|2013/06/13 13:12:58|Привет
enichevmaxim|2013/06/13 13:13:05|обратный отсчет в заголовке перекрывает статус..<ss type="smile">:)</ss>
iabbliz|2013/06/13 13:13:14|=)))
enichevmaxim|2013/06/13 13:13:28|можно обратный отсчт вынести или на форму или на кнопку &quot;Закрыть&quot;, только секунды?
iabbliz|2013/06/13 13:13:58|можно=)
iabbliz|2013/06/13 13:14:00|куда поставить?
enichevmaxim|2013/06/13 13:14:20|давай на кнопку &quot;Закрыть(секунды)&quot;
enichevmaxim|2013/06/13 13:14:22|вот так
iabbliz|2013/06/13 13:14:28|ок
enichevmaxim|2013/06/13 13:14:32|спасибо!
iabbliz|2013/06/13 13:14:41|еще ж не сделал=)
iabbliz|2013/06/13 13:14:52|авансом?=)
enichevmaxim|2013/06/13 13:15:03|)) аха
enichevmaxim|2013/06/13 13:15:14|потом забуду..))
iabbliz|2013/06/13 13:15:24|<ss type="smile">:)</ss>
iabbliz|2013/06/13 13:20:44|Макс а ты с ХМЛ плотно работал?=)
iabbliz|2013/06/13 13:20:48|XML
enichevmaxim|2013/06/13 13:21:50|ну работал..))
enichevmaxim|2013/06/13 13:22:00|не плотно..
iabbliz|2013/06/13 13:22:25|&quot;&lt;optimization:purchaseOrders xsi:schemaLocation=&quot;<a href="http://www.biaxplen.ru/ERP-SLOS">http://www.biaxplen.ru/ERP-SLOS</a> orders.xsd&quot; xmlns:optimization=&quot;<a href="http://www.biaxplen.ru/ERP-SLOS">http://www.biaxplen.ru/ERP-SLOS</a>&quot; xmlns:xsi=&quot;<a href="http://www.w3.org/2001/XMLSchema-instance">http://www.w3.org/2001/XMLSchema-instance</a>&quot;&gt;&quot;

там есть Тэг
iabbliz|2013/06/13 13:22:35|не знаешь за что он отвечает?=)
iabbliz|2013/06/13 13:22:38|<quote author="iabbliz" authorname="Антон Иванов" conversation="enichevmaxim" guid="x180a22fd2a3efa4e3d236d40e9416422c97518f2aff261abcc5a7aedc6d1d535" timestamp="1371129745"><legacyquote>[17:22:25] Антон Иванов: </legacyquote>&lt;optimization<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/06/13 13:23:07|ну это так просто спросил вдруг в теме=)
enichevmaxim|2013/06/13 13:24:35|<ss type="smile">:)</ss> не, не в теме..
судя по первой записи это просто схема.. т.к. ссылаются на одну и ту же
enichevmaxim|2013/06/13 13:25:11|а так - настолько плотно не работал..
enichevmaxim|2013/06/13 13:25:29|только свои данные, загрузки по схемам, считывание данных делал
iabbliz|2013/06/13 13:33:58|сделал, объект в хранилище
iabbliz|2013/06/24 08:39:23|Привет тут?
enichevmaxim|2013/06/24 08:47:14|привет
enichevmaxim|2013/06/24 08:47:16|да
iabbliz|2013/06/24 08:47:17|Слушай можешь пустить на 5 мин в раб базу
iabbliz|2013/06/24 08:47:20|конфигуратор
iabbliz|2013/06/24 08:47:23|только посмотреть=)
enichevmaxim|2013/06/24 08:47:28|да, освободил
iabbliz|2013/06/24 08:47:42|спасибо
iabbliz|2013/06/24 09:00:18|все спасибо
iabbliz|2013/06/24 09:00:22|освободил
enichevmaxim|2013/06/24 09:01:35|обновляться нужно?
enichevmaxim|2013/06/24 09:01:37|или позже?
iabbliz|2013/06/24 09:02:13|Не знаю
iabbliz|2013/06/24 09:05:26|<ss type="smile">:)</ss>
enichevmaxim|2013/06/27 08:48:38|просто у меня дед лок повис под моим сеансом..<ss type="smile">:)</ss>
enichevmaxim|2013/06/27 08:48:43|которого нет..
enichevmaxim|2013/06/27 08:49:23|П.с. на счет мессаги - сорри забыл..))
enichevmaxim|2013/06/27 08:53:05|сервер поднялся
iabbliz|2013/06/27 09:04:58|<quote author="enichevmaxim" authorname="Еничев Максим" conversation="enichevmaxim" guid="x6aed5e77e1baeb3efcba59726605744ce1bcb26ae7fabae14f49de5e3131a582" timestamp="1372322905"><legacyquote>[12:48:25] Еничев Максим: </legacyquote>а ты не подо мной случаем работал?
<ss type="smile">:)</ss><legacyquote>

&lt;&lt;&lt; </legacyquote></quote>под тобой ?
iabbliz|2013/06/27 09:05:00|эт как=)
iabbliz|2013/06/27 09:05:02|Привет
enichevmaxim|2013/06/27 09:07:05|ну хз..)))
enichevmaxim|2013/06/27 09:07:15|просто посмотрел - других сеансов не было
enichevmaxim|2013/06/27 09:07:22|а мой в дедлоке
enichevmaxim|2013/06/27 09:07:28|и в ребут отправил))
iabbliz|2013/06/27 09:07:48|=))
iabbliz|2013/06/27 11:19:23|Привет
iabbliz|2013/06/27 11:19:24|тут?
iabbliz|2013/06/27 11:22:03|напиши как появишься
iabbliz|2013/06/27 11:33:35|можно позвонить?
iabbliz|2013/06/27 11:33:37|скайп
iabbliz|2013/06/27 11:33:41|?
enichevmaxim|2013/06/27 11:33:48|у меня нет микрофона))
iabbliz|2013/06/27 11:33:51|=)))
iabbliz|2013/06/27 11:33:59|ладно давай писать
iabbliz|2013/06/27 11:34:14|речь об отчете Статиска
iabbliz|2013/06/27 11:34:17|Статистика
iabbliz|2013/06/27 11:34:19|<quote author="ellizia2012" authorname="Зиатдинова Эльвира" conversation="ellizia2012" guid="xa7545f83d0ea1a11d3585ad117301def44e746a8337bab3047e7ba150c043e37" timestamp="1372332014"><legacyquote>[15:20:14] Зиатдинова Эльвира: </legacyquote>они через свой офис делают)))<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/06/27 11:34:30|Где ты выполняешь этот отчет?
enichevmaxim|2013/06/27 11:34:43|на сервере на клиенте..))
iabbliz|2013/06/27 11:34:50|это где
iabbliz|2013/06/27 11:34:55|db8
enichevmaxim|2013/06/27 11:34:56|дб8, с4
iabbliz|2013/06/27 11:34:58|зашел в 1с
iabbliz|2013/06/27 11:35:00|?
enichevmaxim|2013/06/27 11:35:06|на разных серверах
iabbliz|2013/06/27 11:35:11|<quote author="enichevmaxim" authorname="Еничев Максим" conversation="enichevmaxim" guid="xb1782e8ce67ae669b5943234f715badb811d9df4326437dd033ac1c10f0ac48c" timestamp="1372332896"><legacyquote>[15:34:56] Еничев Максим: </legacyquote> с4<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это что
enichevmaxim|2013/06/27 11:35:13|один терминалка пользовательская
enichevmaxim|2013/06/27 11:35:19|с4
iabbliz|2013/06/27 11:35:34|время там и там у тебя сильно отличается?
iabbliz|2013/06/27 11:35:38|время выполнения отчета
enichevmaxim|2013/06/27 11:35:52|+- 2-3%
iabbliz|2013/06/27 11:35:54|всмысле на дб8 и на c4
iabbliz|2013/06/27 11:35:57|т.е. не сильно
iabbliz|2013/06/27 11:36:07|а можешь скинуть скриншот настроек отчета
enichevmaxim|2013/06/27 11:36:17|я эльвире все скидывал))
enichevmaxim|2013/06/27 11:36:19|ща перешлю
iabbliz|2013/06/27 11:36:37|давай=)
enichevmaxim|2013/06/27 11:36:54|выслал
iabbliz|2013/06/27 11:41:06|Время начала отчета:27.06.2013 15:42:03
Время окончания отчета:27.06.2013 15:42:58
Всего секунд: 55
iabbliz|2013/06/27 11:41:08|на ДБ8
iabbliz|2013/06/27 11:41:14|что за фигня
iabbliz|2013/06/27 11:41:30|в реальной базе делал
iabbliz|2013/06/27 11:41:41|а на с4 нельзя подключится?
iabbliz|2013/06/27 11:41:44|посмотреть?
iabbliz|2013/06/27 11:44:23|А Андрей с какого компьютера запускает?
iabbliz|2013/06/27 11:54:56|а ты под собой в 1с их запускаешь?
enichevmaxim|2013/06/27 12:37:29|с4 - можешь к виктору обратиться - он сделает тебе подключение
enichevmaxim|2013/06/27 12:37:42|андрей тоже со всех таких же серверов запускает
iabbliz|2013/06/28 06:54:47|Привет
iabbliz|2013/06/28 06:54:51|напиши как прийдешь
iabbliz|2013/06/28 08:24:57|Макс а обновлять базу когда будешь?
enichevmaxim|2013/06/28 08:48:46|в 14-00 думаю..
iabbliz|2013/06/28 08:49:49|Ты же все объекты обновишь?
iabbliz|2013/06/28 08:50:03|28.06.2013 в 12:50, Антон Иванов написал (-а):
&gt; Ты же все объекты обновишь
iabbliz|2013/06/28 08:50:09|Упс
enichevmaxim|2013/06/28 08:51:39|там метаданные изменились?
iabbliz|2013/06/28 08:52:37|А иак не могу сказать
iabbliz|2013/06/28 08:52:47|Так*
enichevmaxim|2013/06/28 08:52:56|)) окей.. ну впринципе все думаю...
iabbliz|2013/06/28 08:53:09|Ок
iabbliz|2013/06/28 08:53:16|Спасибо
iabbliz|2013/06/28 09:32:07|Максим если объекты уже забирал из хранилища
iabbliz|2013/06/28 09:32:10|обнови ПТиУ
iabbliz|2013/06/28 09:32:28|ок
iabbliz|2013/06/28 09:33:43|Макс а РазрешитьЗакупку
iabbliz|2013/06/28 09:33:48|В заказ поставщику
iabbliz|2013/06/28 09:33:53|вы добавляли?
enichevmaxim|2013/06/28 09:33:56|всмысле?
enichevmaxim|2013/06/28 09:33:58|да
iabbliz|2013/06/28 09:34:07|там форма заказа чуток поехала из за этого
enichevmaxim|2013/06/28 09:35:01|поправим..)
enichevmaxim|2013/06/28 09:35:04|спасибо!
iabbliz|2013/06/28 09:35:22|не за что=)
iabbliz|2013/06/28 10:30:36|спс
iabbliz|2013/06/28 11:37:57|хм
iabbliz|2013/06/28 11:38:03|в коде не правил ничго
iabbliz|2013/06/28 11:38:56|ошибку вижу
iabbliz|2013/06/28 11:39:04|сейчас поправлю. Но это не я был=)
enichevmaxim|2013/06/28 11:39:25|<ss type="smile">:)</ss> ну я тебе скинул т.к. ты просил ПТиУ обновить
iabbliz|2013/06/28 11:46:03|а это когда интерактивно проводишь?
iabbliz|2013/06/28 11:46:07|или программно?
enichevmaxim|2013/06/28 11:48:53|урбд
iabbliz|2013/06/28 11:49:02|понятно
enichevmaxim|2013/06/28 11:49:54|обработка проведения видимо
